,Close,High,Open,Low
0,0.8780769089274814,0.8259820645397506,0.862324263931704,0.8845790978459371
1,0.8756885773216061,0.8175592432089315,0.8583649993744749,0.8798104922078832
2,0.8793179207046953,0.81703550021972,0.8566165842256089,0.8826669738924481
3,0.8753728066299624,0.8180713370904711,0.8588309380439118,0.8856987138958212
4,0.870122730490061,0.8151020040971695,0.854199091949033,0.8739871779765914
5,0.8762306402700893,0.8164117968752873,0.8577462844477197,0.8791336142809157
6,0.8759413785260898,0.8172343824891696,0.856400403553072,0.8798061380937465
7,0.8773797857414457,0.8178667893169443,0.855666622673728,0.8817020149320758
8,0.8750201518877098,0.8177065410438847,0.8570099847250496,0.8812219606441899
9,0.8743560767534237,0.8165154144391822,0.8559047043630562,0.8793504017952971
10,0.8737951423248361,0.814996817027613,0.8549157356928242,0.8786185625192626
11,0.8744397164498916,0.8154893904023931,0.854220900557251,0.8788368864038552
12,0.8751777327023814,0.8158026954739245,0.8548680807464346,0.8800892137682369
13,0.8750614495904865,0.8162392120399713,0.8552498372630847,0.8799094394024776
14,0.8744413084385018,0.8154642703985505,0.8555037645934054,0.8792112696748078
15,0.8744636002737448,0.8156471860893214,0.854912859651803,0.8789209529018083
16,0.8744947173438238,0.8157187289818023,0.8549693782083705,0.8791927411894181
17,0.8745189374950915,0.8157417734590221,0.854992253052256,0.8793869978042648
18,0.8743441232216038,0.8155283445779034,0.8548892118913003,0.8791713848004439
19,0.8743119052067132,0.8154411674602963,0.8548142456718114,0.8790541014998984
20,0.8742264271765108,0.8154610899912391,0.8547855151768701,0.8789934494278312
21,0.8742580440741079,0.8154005313544953,0.8547318577951173,0.8790865578590153
22,0.8743066229045484,0.8154067635718955,0.854703817152136,0.8791250257271591
23,0.8744095986124283,0.8154541985743053,0.854759256118544,0.8791718527570221
24,0.8744239031494753,0.815543215003307,0.8548706984489206,0.879169343278178
25,0.8744377822493824,0.8155792600483727,0.854905723055283,0.879200307702799
26,0.8744479806789964,0.8155768931619373,0.8549047127931755,0.8792349725871998
27,0.8744671655633273,0.8155883625050208,0.8549039023597769,0.8792608893500147
